best	768.128
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2112.67	62	58	50	6	6	0	63	63	0	2	39	16	22	55	48	0	5	7	18	27	0	10	6	11	29	20	0	15	12	23	51	58	0	21	57	56	60	32	42	0	24	38	25	19	43	26	37	44	50	0	28	36	17	59	4	30	34	0	35	47	8	53	13	52	0	41	3	9	31	46	0	45	33	14	54	40	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2088.09	62	58	50	6	6	0	63	63	0	2	39	16	22	55	48	0	5	7	18	27	0	10	6	11	29	20	0	15	12	23	51	58	0	21	57	56	60	32	42	0	24	38	26	19	43	25	37	44	50	0	28	36	17	59	4	30	34	0	35	47	8	53	13	52	0	41	3	9	31	46	0	45	33	14	54	40	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2078.09	62	57	50	6	6	0	63	63	0	2	55	16	22	39	48	0	5	7	18	27	0	10	6	11	29	20	0	15	12	23	51	58	0	21	57	56	60	32	42	0	24	38	26	19	43	25	37	44	50	0	28	34	17	59	4	30	36	0	35	47	8	53	13	52	0	41	9	3	31	46	0	45	40	14	54	33	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2122.3	63	55	51	6	6	0	63	63	0	2	55	22	39	16	48	0	5	7	18	27	0	10	6	11	29	20	0	15	51	23	12	58	0	21	57	56	60	32	42	0	24	38	26	19	43	25	37	44	50	0	28	34	17	59	4	30	36	0	31	3	9	41	46	0	35	47	8	53	13	52	0	45	40	14	54	33	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2078.15	63	57	51	6	6	0	63	63	0	2	16	39	22	55	48	0	5	7	18	27	0	10	6	11	29	20	0	15	51	23	12	58	0	21	57	56	60	32	42	0	24	38	26	19	43	25	37	44	50	0	28	34	17	59	4	30	36	0	31	3	9	41	46	0	35	47	8	53	13	52	0	45	40	33	54	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	1977.25	63	57	51	7	8	0	62	61	0	2	55	39	22	48	16	0	5	7	18	27	0	10	6	11	29	20	0	15	51	23	12	58	0	21	57	56	60	32	42	0	24	38	37	25	43	19	26	44	50	0	28	34	17	59	4	30	36	0	31	3	9	41	46	0	35	47	8	53	13	52	0	45	40	33	54	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	1975.03	63	56	51	6	8	0	63	61	0	2	55	39	22	48	16	0	5	7	18	27	0	10	6	11	29	20	0	15	51	23	12	58	0	21	57	56	60	32	42	0	24	44	26	19	43	25	37	38	50	0	28	34	4	59	17	30	36	0	31	3	9	41	46	0	35	47	8	53	13	52	0	45	40	33	54	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	1952.78	63	57	51	6	8	0	63	61	0	2	55	39	22	48	16	0	5	7	18	27	0	10	6	11	29	20	0	15	12	23	51	58	0	21	57	56	60	32	42	0	24	44	26	19	43	25	37	38	50	0	28	34	17	59	4	30	36	0	31	3	9	41	46	0	35	47	8	53	13	52	0	45	40	33	54	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	1978.84	63	56	51	6	8	0	63	61	0	2	55	39	22	48	16	0	5	7	18	27	0	10	6	11	29	20	0	15	12	23	51	58	0	21	57	56	60	32	42	0	24	44	26	19	43	25	37	38	50	0	28	30	4	59	17	34	36	0	31	3	9	41	46	0	35	47	8	53	13	52	0	45	40	54	33	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2021.68	63	56	51	6	8	0	63	61	0	2	55	39	22	48	16	0	5	7	18	27	0	10	6	11	29	20	0	15	23	12	51	58	0	21	57	56	60	32	42	0	24	44	26	19	43	25	37	38	50	0	28	30	4	59	17	34	36	0	31	3	9	41	46	0	35	47	8	53	13	52	0	45	40	54	33	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	2072.85	63	57	51	6	8	0	63	61	0	2	55	39	22	48	16	0	5	7	18	27	0	10	6	11	29	20	0	15	23	12	51	58	0	21	57	56	60	32	42	0	24	44	26	19	43	25	37	38	50	0	28	30	4	59	17	34	36	0	31	3	9	41	46	0	35	47	8	53	13	52	0	45	14	33	54	40	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	2079.42	62	57	51	6	8	0	63	61	0	2	55	39	22	48	16	0	5	7	18	27	0	10	6	11	29	20	0	15	23	12	51	58	0	21	57	56	60	32	42	0	24	44	26	19	43	25	37	38	50	0	28	30	4	59	17	34	36	0	31	41	9	3	46	0	35	47	8	53	13	52	0	45	14	33	54	40	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.3	2052.86	63	59	52	5	6	0	64	63	0	5	7	18	27	0	10	29	16	2	6	20	0	11	48	22	39	55	0	15	23	12	51	58	0	21	57	56	60	32	42	0	24	44	26	19	43	25	37	38	50	0	28	30	4	59	17	34	36	0	31	41	9	3	46	0	35	47	8	53	13	52	0	45	14	33	54	40	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
