best	1105.38
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2006.19	48	45	39	7	15	0	47	39	0	3	38	28	34	20	39	33	0	5	14	27	21	12	47	43	40	30	0	6	2	29	11	46	23	0	8	10	4	16	25	9	31	22	26	35	32	0	15	19	0	17	48	7	37	41	0	18	24	42	13	44	36	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2006.19	48	45	39	7	15	0	47	39	0	3	38	28	34	20	39	33	0	5	14	27	21	12	47	43	40	30	0	6	2	29	11	46	23	0	8	10	4	16	25	9	31	22	26	35	32	0	15	19	0	17	48	7	37	41	0	18	24	42	13	44	36	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2006.19	48	45	39	7	15	0	47	39	0	3	38	28	34	20	39	33	0	5	14	27	21	12	47	43	40	30	0	6	2	29	11	46	23	0	8	10	4	16	25	9	31	22	26	35	32	0	15	19	0	17	48	7	37	41	0	18	24	42	13	44	36	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2006.19	48	45	39	7	15	0	47	39	0	3	38	28	34	20	39	33	0	5	14	27	21	12	47	43	40	30	0	6	2	29	11	46	23	0	8	10	4	16	25	9	31	22	26	35	32	0	15	19	0	17	48	7	37	41	0	18	24	42	13	44	36	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2084.4	50	47	41	5	12	0	49	42	0	2	29	11	46	7	0	3	38	28	34	20	39	33	0	5	14	47	12	21	27	43	40	30	0	8	10	4	16	25	9	31	22	26	35	32	0	13	48	37	23	6	41	0	15	19	0	18	24	42	17	44	36	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2124.95	50	45	42	5	10	0	49	44	0	2	29	11	46	7	0	3	38	28	34	20	39	33	0	5	43	27	21	12	47	14	40	30	0	8	10	4	16	31	9	25	22	26	35	32	0	13	48	37	23	6	41	0	15	19	0	18	24	42	17	44	36	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2124.95	50	45	42	5	10	0	49	44	0	2	29	11	46	7	0	3	38	28	34	20	39	33	0	5	43	27	21	12	47	14	40	30	0	8	10	4	16	31	9	25	22	26	35	32	0	13	48	37	23	6	41	0	15	19	0	18	24	42	17	44	36	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2082.84	50	46	41	6	11	0	48	43	0	2	29	11	46	7	0	3	38	28	34	20	39	33	0	5	43	14	47	12	21	27	40	30	0	8	10	4	16	31	9	25	22	26	35	32	0	13	48	37	23	6	41	0	15	19	0	18	24	42	17	44	36	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2082.84	50	46	41	6	11	0	48	43	0	2	29	11	46	7	0	3	38	28	34	20	39	33	0	5	43	14	47	12	21	27	40	30	0	8	10	4	16	31	9	25	22	26	35	32	0	13	48	37	23	6	41	0	15	19	0	18	24	42	17	44	36	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2136.1	52	45	40	3	9	0	51	45	0	2	29	11	46	7	0	3	38	28	34	20	39	33	0	5	14	27	21	12	47	40	43	30	0	8	10	4	16	31	9	25	22	26	35	32	0	15	19	0	17	6	23	37	48	45	0	18	24	42	41	13	44	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
