best	451.947
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	0.2	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	0.3	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	0.4	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	0.5	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	0.6	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	0.7	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	0.8	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	0.9	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	1	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	1.1	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	1.2	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	1.3	550.798	11	12	8	10	14	2	13	9	0	2	0	3	0	5	11	0	6	12	8	0	7	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	1.4	505.192	13	13	9	10	14	2	13	9	0	2	0	3	0	5	12	0	7	0	8	6	11	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	1.5	505.192	13	13	9	10	14	2	13	9	0	2	0	3	0	5	12	0	7	0	8	6	11	0	9	14	0	10	4	16	0	13	15	0	0	0	0	0	0	0	0	
0	0.1	1.6	528.67	10	12	8	12	15	2	11	8	0	2	0	3	0	4	15	0	5	12	0	7	0	8	6	11	0	9	14	0	13	10	16	0	0	0	0	0	0	0	0	
0	0.1	1.7	528.67	10	12	8	12	15	2	11	8	0	2	0	3	0	4	15	0	5	12	0	7	0	8	6	11	0	9	14	0	13	10	16	0	0	0	0	0	0	0	0	
0	0.1	1.8	528.67	10	12	8	12	15	2	11	8	0	2	0	3	0	4	15	0	5	12	0	7	0	8	6	11	0	9	14	0	13	10	16	0	0	0	0	0	0	0	0	
0	0.1	1.9	528.67	10	12	8	12	15	2	11	8	0	2	0	3	0	4	15	0	5	12	0	7	0	8	6	11	0	9	14	0	13	10	16	0	0	0	0	0	0	0	0	
0	0.1	2	528.67	10	12	8	12	15	2	11	8	0	2	0	3	0	4	15	0	5	12	0	7	0	8	6	11	0	9	14	0	13	10	16	0	0	0	0	0	0	0	0	
