best	1350.91
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2729.07	65	62	50	5	9	0	67	63	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	15	48	61	59	17	55	0	20	38	2	35	4	23	51	0	21	18	39	5	31	0	24	45	47	52	0	25	54	6	33	62	22	58	0	27	26	44	57	14	63	0	29	60	11	50	19	32	16	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2729.07	65	62	50	5	9	0	67	63	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	15	48	61	59	17	55	0	20	38	2	35	4	23	51	0	21	18	39	5	31	0	24	45	47	52	0	25	54	6	33	62	22	58	0	27	26	44	57	14	63	0	29	60	11	50	19	32	16	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2673.4	65	62	50	5	9	0	67	63	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	15	48	61	59	17	55	0	20	38	35	4	2	23	51	0	21	18	39	5	31	0	24	45	47	52	0	25	54	6	33	62	22	58	0	27	26	44	57	14	63	0	29	60	11	50	19	32	16	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2704.2	65	61	51	4	8	0	68	64	0	6	47	61	48	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	20	38	35	4	2	23	51	0	21	18	39	5	31	0	22	52	15	59	17	45	24	0	25	62	33	55	54	58	0	27	26	44	57	14	63	0	29	60	11	50	19	32	16	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2704.2	65	61	51	4	8	0	68	64	0	6	47	61	48	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	20	38	35	4	2	23	51	0	21	18	39	5	31	0	22	52	15	59	17	45	24	0	25	62	33	55	54	58	0	27	26	44	57	14	63	0	29	60	11	50	19	32	16	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2737.14	65	61	51	3	7	0	69	65	0	6	61	47	48	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	20	38	35	4	2	23	51	0	21	18	39	5	31	0	22	52	15	59	17	45	24	0	25	62	33	55	54	58	0	27	26	44	57	14	63	0	29	60	32	19	50	11	16	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2744.07	65	61	51	3	7	0	69	65	0	6	61	47	48	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	20	38	35	4	2	23	51	0	21	18	39	5	31	0	22	52	15	59	17	45	24	0	25	62	33	55	54	58	0	27	26	44	57	14	63	0	29	16	11	50	19	32	60	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2749.4	65	61	51	3	7	0	69	65	0	6	61	47	48	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	20	38	35	4	2	23	51	0	21	18	39	5	31	0	22	52	15	59	17	45	24	0	25	54	55	33	62	58	0	27	26	44	57	14	63	0	29	16	11	50	19	32	60	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2749.4	65	61	51	3	7	0	69	65	0	6	61	47	48	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	20	38	35	4	2	23	51	0	21	18	39	5	31	0	22	52	15	59	17	45	24	0	25	54	55	33	62	58	0	27	26	44	57	14	63	0	29	16	11	50	19	32	60	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2749.4	65	61	51	3	7	0	69	65	0	6	61	47	48	0	8	40	43	36	7	28	34	42	46	30	0	12	3	9	13	10	56	0	20	38	35	4	2	23	51	0	21	18	39	5	31	0	22	52	15	59	17	45	24	0	25	54	55	33	62	58	0	27	26	44	57	14	63	0	29	16	11	50	19	32	60	41	0	37	53	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
