best	827.858
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	1557.81	32	29	20	8	10	0	28	26	0	8	7	22	20	6	14	21	0	15	18	26	24	11	3	4	32	27	0	17	13	2	28	31	0	19	23	9	5	12	10	29	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	1568.46	32	30	21	7	9	0	29	27	0	8	7	22	20	6	14	21	0	15	18	26	3	11	24	4	32	27	0	17	13	2	28	31	0	19	23	9	5	12	10	29	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	1568.46	32	30	21	7	9	0	29	27	0	8	7	22	20	6	14	21	0	15	18	26	3	11	24	4	32	27	0	17	13	2	28	31	0	19	23	9	5	12	10	29	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	1568.46	32	30	21	7	9	0	29	27	0	8	7	22	20	6	14	21	0	15	18	26	3	11	24	4	32	27	0	17	13	2	28	31	0	19	23	9	5	12	10	29	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	1568.46	32	30	21	7	9	0	29	27	0	8	7	22	20	6	14	21	0	15	18	26	3	11	24	4	32	27	0	17	13	2	28	31	0	19	23	9	5	12	10	29	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	1568.46	32	30	21	7	9	0	29	27	0	8	7	22	20	6	14	21	0	15	18	26	3	11	24	4	32	27	0	17	13	2	28	31	0	19	23	9	5	12	10	29	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	1568.46	32	30	21	7	9	0	29	27	0	8	7	22	20	6	14	21	0	15	18	26	3	11	24	4	32	27	0	17	13	2	28	31	0	19	23	9	5	12	10	29	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	1568.46	32	30	21	7	9	0	29	27	0	8	7	22	20	6	14	21	0	15	18	26	3	11	24	4	32	27	0	17	13	2	28	31	0	19	23	9	5	12	10	29	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	1568.46	32	30	21	7	9	0	29	27	0	8	7	22	20	6	14	21	0	15	18	26	3	11	24	4	32	27	0	17	13	2	28	31	0	19	23	9	5	12	10	29	16	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	1594.81	31	29	21	5	8	0	31	28	0	8	7	22	20	6	14	21	0	15	18	24	11	3	26	4	32	27	0	17	0	19	23	9	10	12	5	29	16	30	0	25	13	2	28	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	1594.81	31	29	21	5	8	0	31	28	0	8	7	22	20	6	14	21	0	15	18	24	11	3	26	4	32	27	0	17	0	19	23	9	10	12	5	29	16	30	0	25	13	2	28	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	1542.02	31	30	23	6	8	0	30	28	0	8	7	22	20	6	14	21	0	15	4	26	3	11	24	18	32	27	0	17	0	19	23	29	5	12	10	9	16	30	0	25	13	2	28	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.3	1542.02	31	30	23	6	8	0	30	28	0	8	7	22	20	6	14	21	0	15	4	26	3	11	24	18	32	27	0	17	0	19	23	29	5	12	10	9	16	30	0	25	13	2	28	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.4	1542.02	31	30	23	6	8	0	30	28	0	8	7	22	20	6	14	21	0	15	4	26	3	11	24	18	32	27	0	17	0	19	23	29	5	12	10	9	16	30	0	25	13	2	28	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.5	1383.64	31	30	23	7	10	0	29	26	0	8	7	22	20	6	14	21	0	15	4	26	11	3	24	18	32	27	0	17	0	19	23	29	5	12	10	9	16	30	0	25	13	2	28	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.6	1542.02	31	30	23	6	8	0	30	28	0	8	7	22	20	6	14	21	0	15	4	26	3	11	24	18	32	27	0	17	0	19	23	29	5	12	10	9	16	30	0	25	13	2	28	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
