best	1268.02
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2990.7	80	72	59	7	13	0	80	74	0	3	50	6	78	66	64	0	10	20	14	5	37	36	60	56	34	15	42	32	0	11	55	75	40	49	29	21	62	0	12	8	77	54	74	7	33	61	0	16	67	13	46	19	65	17	0	18	39	2	73	0	22	24	27	38	58	71	31	45	48	0	25	70	68	28	57	44	53	59	0	35	63	4	51	69	47	0	41	9	72	26	52	23	43	30	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2998.44	80	73	59	7	13	0	80	74	0	3	50	6	78	66	64	0	10	20	14	5	37	36	60	56	34	15	42	32	0	11	55	75	40	49	29	21	62	0	12	8	77	54	74	7	33	61	0	16	67	13	46	19	65	17	0	18	39	2	73	0	22	24	27	38	58	71	31	45	48	0	25	70	68	28	57	44	53	59	0	35	63	51	4	69	47	0	41	9	72	26	52	23	43	30	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	3084.83	74	71	61	6	13	0	81	74	0	3	50	6	78	66	64	0	11	62	55	42	40	49	75	21	10	32	0	12	8	77	54	74	7	33	61	0	16	67	13	46	19	65	17	0	18	39	2	73	0	20	14	5	60	36	37	56	34	15	29	0	22	24	27	38	58	71	31	45	48	0	25	70	68	28	57	44	53	59	0	35	69	4	51	63	47	0	41	9	72	26	52	23	43	30	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	3090.09	74	69	61	8	12	0	79	75	0	3	50	6	78	66	64	0	11	62	55	42	40	49	75	21	10	32	0	12	8	77	54	74	7	33	61	0	16	67	13	46	19	65	17	0	18	39	2	73	0	20	14	56	37	36	60	5	34	15	29	0	22	24	27	38	58	71	31	45	48	0	25	70	68	28	57	44	53	59	0	35	69	4	51	63	47	0	41	9	72	26	52	23	43	30	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	3045.35	84	76	64	9	13	0	78	74	0	3	50	6	78	66	64	0	11	62	55	42	40	49	75	21	10	32	0	12	16	67	61	13	33	8	19	65	17	48	0	18	25	53	44	28	68	70	22	59	0	20	14	56	37	36	60	5	34	15	29	0	24	27	38	58	71	31	45	57	0	35	69	4	51	63	47	0	39	2	73	0	41	9	72	26	52	23	43	30	76	0	46	7	74	54	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	3056.18	84	76	64	8	12	0	79	75	0	3	50	6	78	66	64	0	11	62	55	42	40	49	75	21	10	32	0	12	16	67	19	13	33	8	61	65	17	48	0	18	25	53	44	28	68	70	22	59	0	20	14	56	37	36	60	5	34	15	29	0	24	27	38	58	71	31	45	57	0	35	69	4	51	63	47	0	39	2	73	0	41	9	72	26	52	23	43	30	76	0	46	7	74	54	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	3050.21	84	77	66	4	10	0	83	77	0	2	70	68	28	44	53	25	0	3	50	66	78	6	64	0	11	62	55	42	40	49	75	21	10	32	0	12	16	67	19	13	33	8	61	65	17	48	0	18	59	22	39	73	0	20	14	56	37	36	60	5	34	15	29	0	24	27	31	71	58	38	45	57	0	35	69	4	51	63	47	0	41	9	72	26	52	23	43	30	76	0	46	7	74	54	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	3054.23	84	77	66	4	10	0	83	77	0	2	70	68	28	44	53	25	0	3	64	6	78	66	50	0	11	62	55	42	40	49	75	21	10	32	0	12	16	67	8	13	33	19	61	65	17	48	0	18	59	22	39	73	0	20	15	34	5	60	36	37	56	14	29	0	24	45	38	58	71	31	27	57	0	35	69	4	51	63	47	0	41	9	72	26	52	23	43	30	76	0	46	7	74	54	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2995.43	85	77	65	6	10	0	81	77	0	2	70	44	28	68	53	25	0	3	64	6	78	66	50	0	11	62	55	20	40	49	75	21	10	32	0	12	16	67	8	13	33	19	61	65	17	48	0	18	59	22	39	73	0	24	45	38	58	71	31	27	57	0	29	14	56	37	36	60	5	34	15	42	0	35	69	4	51	63	47	0	41	9	72	26	52	23	43	30	76	0	46	7	74	54	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2994.83	85	77	65	6	11	0	81	76	0	2	70	44	28	68	53	25	0	3	64	6	78	66	50	0	11	62	55	20	40	49	75	21	10	32	0	12	16	67	8	13	33	19	61	65	17	48	0	18	59	22	39	73	0	24	45	71	58	38	31	27	57	0	29	14	56	37	36	60	5	34	15	42	0	35	69	4	51	63	47	0	41	9	72	26	52	23	43	30	76	0	46	7	74	54	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	2847.74	83	76	61	7	11	0	80	76	0	2	53	68	28	44	70	25	0	3	64	6	78	66	50	0	10	20	14	56	37	36	60	5	34	15	42	32	0	11	55	29	40	49	75	21	62	0	12	16	61	19	33	13	8	67	65	17	48	0	18	59	22	39	73	0	24	31	38	58	71	45	27	57	0	35	69	4	51	63	47	0	41	9	72	23	52	26	43	30	76	0	46	7	74	54	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	2846.97	83	76	61	7	13	0	80	74	0	2	53	28	68	44	70	25	0	3	64	6	78	66	50	0	10	20	14	56	37	36	60	5	34	15	42	32	0	11	55	29	40	49	75	21	62	0	12	16	61	19	33	13	8	67	65	17	48	0	18	59	39	22	73	0	24	31	38	58	71	45	27	57	0	35	69	4	51	63	47	0	41	9	72	23	52	26	43	30	76	0	46	7	74	54	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
