best	589.392
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	871.167	22	18	16	7	14	0	23	16	0	4	2	3	7	0	6	19	0	8	5	22	9	0	10	21	11	0	12	18	0	13	0	14	16	0	15	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
