best	1339.43
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2809.97	63	60	49	8	14	0	61	55	0	4	36	34	25	48	0	8	11	37	57	49	53	21	0	13	39	38	41	20	17	0	14	60	27	43	50	12	10	46	0	16	52	0	19	31	47	2	58	26	35	33	23	0	29	62	30	9	6	61	7	45	44	3	15	54	0	32	55	51	40	59	28	24	18	42	22	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2809.97	63	60	49	8	14	0	61	55	0	4	36	34	25	48	0	8	11	37	57	49	53	21	0	13	39	38	41	20	17	0	14	60	27	43	50	12	10	46	0	16	52	0	19	31	47	2	58	26	35	33	23	0	29	62	30	9	6	61	7	45	44	3	15	54	0	32	55	51	40	59	28	24	18	42	22	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2809.97	63	60	49	8	14	0	61	55	0	4	36	34	25	48	0	8	11	37	57	49	53	21	0	13	39	38	41	20	17	0	14	60	27	43	50	12	10	46	0	16	52	0	19	31	47	2	58	26	35	33	23	0	29	62	30	9	6	61	7	45	44	3	15	54	0	32	55	51	40	59	28	24	18	42	22	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2809.97	63	60	49	8	14	0	61	55	0	4	36	34	25	48	0	8	11	37	57	49	53	21	0	13	39	38	41	20	17	0	14	60	27	43	50	12	10	46	0	16	52	0	19	31	47	2	58	26	35	33	23	0	29	62	30	9	6	61	7	45	44	3	15	54	0	32	55	51	40	59	28	24	18	42	22	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2770.72	65	60	55	10	14	0	59	55	0	4	36	34	25	48	0	11	37	57	49	54	52	0	13	20	41	38	17	53	0	14	60	27	43	50	12	10	46	0	16	21	8	29	0	19	31	47	2	58	26	35	33	23	0	32	55	51	42	18	24	28	59	40	22	5	56	0	39	15	3	44	61	7	45	6	9	30	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2919.82	67	61	54	8	12	0	61	57	0	3	44	61	7	45	6	9	41	0	4	36	34	25	48	0	11	37	57	49	54	52	0	13	17	20	38	30	15	62	39	53	0	14	60	27	43	50	12	10	46	0	16	21	8	29	0	19	31	47	2	58	26	35	33	23	0	32	55	22	40	59	28	24	18	42	51	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2837.92	69	61	56	10	13	0	59	56	0	3	6	45	7	61	44	9	41	0	4	36	34	25	48	0	11	37	57	49	54	52	0	13	17	20	38	30	15	62	39	53	0	14	60	27	43	50	12	10	46	0	16	21	8	29	0	19	31	47	2	58	26	35	33	23	0	32	55	22	51	42	18	24	28	59	40	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2907.78	68	60	55	8	13	0	61	56	0	4	36	34	25	48	0	9	44	61	7	45	6	3	41	0	11	49	57	37	54	52	0	13	17	20	30	38	15	62	39	53	0	14	60	27	43	50	12	10	46	0	16	21	8	29	0	19	31	47	2	58	26	35	33	23	0	32	55	22	51	42	18	24	28	59	40	5	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	3061.72	67	57	54	5	13	0	64	56	0	4	36	34	25	48	0	9	44	61	7	45	6	3	41	0	13	17	15	38	30	20	62	39	53	0	14	60	12	50	43	27	10	46	0	16	21	8	29	0	19	31	26	2	58	47	35	33	23	0	32	55	5	40	59	28	24	18	42	51	22	56	0	52	11	49	57	37	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	3049.15	67	58	55	5	14	0	64	55	0	4	36	34	25	48	0	9	44	45	7	61	6	3	41	0	13	17	15	38	30	20	62	39	53	0	14	60	12	50	43	27	10	46	0	16	21	8	29	0	19	31	26	2	58	47	35	33	23	0	32	55	5	40	59	28	24	18	42	51	22	56	0	52	11	49	57	37	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	3088.32	67	60	55	5	14	0	64	55	0	4	36	34	25	48	0	9	44	45	7	61	6	3	41	0	13	17	15	38	30	20	62	39	53	0	14	10	27	43	50	12	60	46	0	16	21	8	29	0	19	35	26	2	58	47	31	33	23	0	32	55	5	40	59	24	28	18	42	51	22	56	0	52	11	49	57	37	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	3122.52	67	60	53	6	13	0	63	56	0	4	36	34	25	48	0	9	6	61	45	7	44	3	41	0	13	17	15	38	30	20	62	39	53	0	14	10	27	43	50	12	60	46	0	16	21	8	29	0	19	35	26	2	58	47	31	33	23	0	32	55	5	40	59	24	28	18	42	51	22	56	0	52	11	49	57	37	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.3	3093.07	68	60	53	4	12	0	65	57	0	4	36	51	5	25	48	0	9	6	61	45	7	44	3	41	0	13	17	15	38	30	20	62	39	53	0	14	10	27	43	50	12	60	46	0	16	21	8	29	0	19	35	26	2	58	47	31	33	23	0	32	55	34	42	18	28	24	59	40	22	56	0	52	11	49	57	37	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.4	3107.47	68	59	53	4	11	0	65	58	0	4	36	51	5	25	48	0	9	6	44	7	45	61	3	41	0	13	17	15	38	30	20	62	39	53	0	14	10	27	43	50	12	60	46	0	16	21	8	29	0	19	35	26	2	58	47	31	33	23	0	32	55	34	42	59	24	28	18	40	22	56	0	52	11	49	57	37	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.5	3046.17	68	61	53	4	11	0	65	58	0	4	36	51	5	25	48	0	9	6	44	7	45	61	3	41	0	13	17	20	30	38	15	62	39	53	0	14	10	27	43	50	12	60	46	0	16	21	8	29	0	19	35	26	58	2	47	31	33	23	0	32	55	34	42	59	24	28	18	40	22	56	0	52	11	49	57	37	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
