best	1360.11
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2435.98	71	59	55	5	13	0	69	61	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	60	65	45	11	3	40	31	0	28	12	8	58	32	46	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2454.84	71	59	55	4	13	0	70	61	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	60	3	11	45	65	40	31	0	28	12	8	58	32	46	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2458.33	71	59	56	3	11	0	71	63	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	60	3	11	45	65	40	31	0	28	46	8	58	32	12	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2452.07	71	59	56	4	12	0	70	62	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	60	3	11	45	65	40	31	0	28	46	12	58	32	8	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2452.07	71	59	56	4	12	0	70	62	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	60	3	11	45	65	40	31	0	28	46	12	58	32	8	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2452.07	71	59	56	4	12	0	70	62	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	60	3	11	45	65	40	31	0	28	46	12	58	32	8	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2466.16	71	59	56	4	11	0	70	63	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	60	3	45	11	65	40	31	0	28	46	12	58	32	8	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2466.16	71	59	56	4	11	0	70	63	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	60	3	45	11	65	40	31	0	28	46	12	58	32	8	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2466.16	71	59	56	4	11	0	70	63	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	60	3	45	11	65	40	31	0	28	46	12	58	32	8	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2466.24	71	59	56	4	11	0	70	63	0	2	56	24	43	19	55	0	4	47	16	5	37	22	61	27	64	30	0	7	17	38	63	49	15	62	36	0	14	9	41	48	29	51	34	33	0	20	26	65	11	45	3	60	40	31	0	28	46	12	58	32	8	59	54	0	35	25	13	10	66	50	0	39	57	6	23	52	44	0	42	21	18	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
