best	222.811
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	408.552	20	20	15	5	9	0	17	13	0	7	21	3	5	6	8	11	2	17	0	12	16	15	10	4	20	19	9	18	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	411.537	20	19	15	5	7	0	17	15	0	7	21	3	5	6	8	11	2	17	0	12	16	15	10	9	20	19	4	18	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	396.091	19	18	15	6	8	0	16	14	0	7	21	3	5	6	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	396.091	19	18	15	6	8	0	16	14	0	7	21	3	5	6	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	396.091	19	18	15	6	8	0	16	14	0	7	21	3	5	6	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	396.091	19	18	15	6	8	0	16	14	0	7	21	3	5	6	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	396.091	19	18	15	6	8	0	16	14	0	7	21	3	5	6	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	396.091	19	18	15	6	8	0	16	14	0	7	21	3	5	6	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	411.865	19	19	15	6	8	0	16	14	0	7	21	3	6	5	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	411.865	19	19	15	6	8	0	16	14	0	7	21	3	6	5	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	400.746	19	18	16	6	7	0	16	15	0	7	21	8	5	6	3	11	2	17	0	12	16	15	18	19	20	9	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	416.41	20	20	16	5	7	0	17	15	0	7	21	8	5	6	3	11	2	17	0	12	16	15	4	9	20	19	18	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.3	416.41	20	20	16	5	7	0	17	15	0	7	21	8	5	6	3	11	2	17	0	12	16	15	4	9	20	19	18	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.4	416.41	20	20	16	5	7	0	17	15	0	7	21	8	5	6	3	11	2	17	0	12	16	15	4	9	20	19	18	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.5	400.636	20	19	16	5	7	0	17	15	0	7	21	8	6	5	3	11	2	17	0	12	16	15	4	9	20	19	18	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.6	384.972	19	19	16	6	7	0	16	15	0	7	21	8	6	5	3	11	2	17	0	12	16	15	18	19	20	9	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.7	400.886	19	20	15	6	7	0	16	15	0	7	21	8	3	5	6	11	2	17	0	12	16	15	18	19	20	9	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.8	402.045	20	19	16	4	7	0	18	15	0	7	21	8	3	5	6	11	2	17	0	12	16	10	4	9	20	19	18	15	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.9	402.045	20	19	16	4	7	0	18	15	0	7	21	8	3	5	6	11	2	17	0	12	16	10	4	9	20	19	18	15	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	2	403.673	20	18	16	4	7	0	18	15	0	7	21	8	5	3	6	11	2	17	0	12	16	10	4	9	20	19	18	15	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.1	408.552	20	20	15	5	9	0	17	13	0	7	21	3	5	6	8	11	2	17	0	12	16	15	10	4	20	19	9	18	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.2	411.977	20	19	15	6	7	0	16	15	0	7	21	3	5	6	8	11	2	17	0	12	16	15	10	4	19	20	9	18	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.3	396.091	19	18	15	6	8	0	16	14	0	7	21	3	5	6	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.4	396.091	19	18	15	6	8	0	16	14	0	7	21	3	5	6	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.2	0.5	396.091	19	18	15	6	8	0	16	14	0	7	21	3	5	6	8	11	2	17	0	12	16	15	18	9	20	19	4	10	13	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
