best	1197.16
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	3060.45	74	67	62	7	13	0	70	64	0	2	57	18	33	40	16	4	0	3	41	39	45	14	49	52	31	5	0	6	48	26	17	61	38	56	47	8	0	12	7	11	37	21	36	46	50	60	9	42	34	0	15	65	62	22	54	24	0	20	25	32	35	29	0	27	63	10	64	69	51	30	0	44	19	28	13	43	23	59	0	55	66	67	53	68	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	3048.26	74	66	58	8	12	0	69	65	0	2	57	18	33	40	16	4	0	5	63	41	64	31	10	51	26	0	8	13	66	53	68	27	0	12	7	11	37	21	36	46	50	60	9	42	34	0	15	65	62	22	54	24	0	20	25	35	29	0	30	6	48	38	61	17	56	47	3	67	0	32	59	19	28	55	43	23	58	44	0	39	49	14	45	52	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	3123.16	76	68	58	6	9	0	71	68	0	4	57	40	33	7	34	16	2	12	0	5	63	41	64	31	10	51	26	0	8	13	66	53	68	27	0	15	24	62	22	54	65	0	18	11	37	21	36	46	50	60	9	42	0	20	25	35	29	0	30	6	48	38	61	17	56	47	3	67	0	32	59	19	28	55	43	23	58	44	0	39	49	14	45	52	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	3270.11	76	67	58	6	9	0	71	68	0	2	16	34	40	33	7	57	4	12	0	5	63	41	64	31	10	51	26	0	8	13	66	53	68	27	0	15	24	62	22	54	65	0	18	11	37	21	36	46	50	60	9	42	0	20	25	35	29	0	30	6	48	38	61	17	56	47	3	67	0	32	59	19	28	55	43	23	58	44	0	39	49	14	45	52	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	3266.78	76	68	56	6	9	0	71	68	0	2	16	57	7	33	40	34	4	12	0	5	63	41	64	31	10	51	26	0	8	13	66	53	68	27	0	15	24	62	22	54	65	0	18	11	37	21	36	46	50	60	9	42	0	20	25	35	29	0	30	6	56	17	61	38	48	47	3	67	0	32	59	19	28	55	43	23	58	44	0	39	49	14	45	52	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	3045.83	74	67	56	4	9	0	73	68	0	2	16	57	40	33	7	34	4	12	0	8	13	66	53	68	27	0	15	24	62	22	54	65	0	18	11	37	50	46	36	21	60	9	42	0	20	25	35	29	0	30	6	26	17	51	5	38	56	47	3	67	0	32	59	19	28	55	43	23	58	44	0	39	49	14	45	52	69	0	48	63	41	64	31	10	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	3136.59	73	66	55	3	8	0	74	69	0	2	16	57	40	33	7	34	4	12	0	8	13	66	53	68	27	0	15	24	62	22	54	65	0	18	11	37	50	46	36	21	60	9	42	0	20	25	35	29	0	30	47	56	38	51	5	17	26	6	3	67	0	32	59	19	28	55	43	23	58	44	0	39	49	14	45	52	69	0	48	63	41	31	64	10	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	3210.07	74	67	56	3	7	0	74	70	0	2	16	57	40	33	7	34	4	12	0	8	13	66	53	68	27	0	15	24	62	22	54	65	0	18	11	60	21	36	46	50	37	9	42	0	20	25	35	29	0	30	47	56	38	51	5	17	26	6	3	67	0	32	59	19	28	55	43	23	58	44	0	39	49	14	45	52	69	0	48	63	41	31	64	10	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	3276.18	73	68	56	3	7	0	74	70	0	2	16	57	40	33	7	34	4	12	0	8	13	66	53	68	27	0	15	24	62	22	54	65	0	18	11	60	21	36	46	50	37	9	42	0	20	25	35	29	0	30	47	56	17	5	51	38	26	6	3	67	0	32	59	19	28	55	43	23	58	44	0	39	49	14	45	52	69	0	48	63	31	64	10	41	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	3124.13	73	68	56	4	8	0	73	69	0	2	16	57	40	33	7	34	4	12	0	8	13	66	53	68	27	0	15	24	62	22	54	65	0	18	11	60	21	36	46	50	37	9	42	0	20	25	35	29	0	30	47	56	17	5	51	38	26	6	3	67	0	32	59	19	28	55	43	23	58	44	0	39	49	14	45	52	69	0	48	41	63	64	31	10	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
