best	726.676
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	1338.08	58	50	45	13	19	0	49	43	0	2	28	0	11	52	6	13	23	10	39	51	24	41	21	0	26	17	37	14	4	49	53	0	27	20	55	31	19	56	12	35	3	5	30	0	32	47	29	15	45	18	9	44	0	36	7	46	25	33	50	42	54	0	43	34	16	8	22	40	38	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	1338.08	58	50	45	13	19	0	49	43	0	2	28	0	11	52	6	13	23	10	39	51	24	41	21	0	26	17	37	14	4	49	53	0	27	20	55	31	19	56	12	35	3	5	30	0	32	47	29	15	45	18	9	44	0	36	7	46	25	33	50	42	54	0	43	34	16	8	22	40	38	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	1338.08	58	50	45	13	19	0	49	43	0	2	28	0	11	52	6	13	23	10	39	51	24	41	21	0	26	17	37	14	4	49	53	0	27	20	55	31	19	56	12	35	3	5	30	0	32	47	29	15	45	18	9	44	0	36	7	46	25	33	50	42	54	0	43	34	16	8	22	40	38	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	1389.49	58	51	46	12	19	0	50	43	0	2	28	0	11	52	6	13	23	10	39	51	24	41	21	0	26	17	37	14	4	49	53	0	27	20	55	31	19	56	12	35	3	5	30	0	32	47	29	15	45	18	9	44	0	36	7	50	25	33	46	42	54	0	43	34	16	8	22	40	38	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	1300.75	55	52	43	12	17	0	50	45	0	2	28	0	26	17	37	14	4	49	53	0	27	20	55	31	19	56	12	35	3	5	30	0	29	52	6	13	23	10	39	51	24	41	0	32	21	11	18	45	15	9	47	44	0	36	7	50	46	33	25	42	54	0	43	34	16	8	22	40	38	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	1300.66	55	52	44	11	17	0	51	45	0	2	28	0	26	17	37	14	4	49	53	0	27	20	55	31	19	56	12	35	3	5	30	0	29	52	6	13	23	10	39	51	24	41	0	32	21	11	9	15	45	18	47	44	0	36	7	42	25	33	46	50	54	0	43	34	16	8	22	40	38	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	1306.76	56	52	44	11	15	0	51	47	0	2	28	0	26	17	37	14	4	49	53	0	27	20	55	35	12	56	19	31	3	5	30	0	29	52	6	13	23	10	39	51	24	41	0	32	21	47	18	45	15	9	11	44	0	36	7	42	25	33	46	50	54	0	43	34	16	40	22	8	38	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	1311.86	55	52	43	12	16	0	50	46	0	2	28	0	26	17	37	14	4	49	53	0	27	20	35	31	19	56	12	3	55	5	30	0	29	52	6	13	23	10	39	51	24	41	0	32	21	47	18	45	15	9	11	44	0	36	7	42	25	33	46	50	54	0	43	34	38	8	22	40	16	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	1311.41	56	52	44	12	16	0	50	46	0	2	28	0	26	17	4	14	37	49	53	0	27	20	35	31	19	56	12	3	55	5	30	0	29	52	6	13	23	10	39	51	24	41	0	32	21	47	18	45	15	9	11	44	0	36	7	42	25	33	46	50	54	0	43	34	38	8	22	40	16	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	1332.06	58	50	46	8	14	0	54	48	0	2	28	0	7	42	25	33	46	50	37	0	26	17	4	36	14	54	49	53	0	27	20	35	31	19	56	12	3	55	5	30	0	29	41	24	51	39	10	23	13	6	52	0	32	21	47	18	45	15	9	11	44	0	43	34	38	8	22	40	16	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
