best	1208.63
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2823.24	64	61	53	6	12	0	67	61	0	2	31	10	15	26	22	0	12	55	19	34	5	24	64	27	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	62	11	39	41	3	43	59	33	49	0	23	61	13	4	54	38	46	0	35	16	28	32	8	56	0	36	51	57	45	42	37	58	0	47	6	30	29	7	65	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2923.32	66	61	52	7	10	0	66	63	0	10	54	4	13	61	0	12	55	24	5	22	19	46	64	27	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	62	11	39	41	3	43	59	33	49	0	23	2	31	38	15	26	34	0	35	16	28	32	8	56	0	36	51	57	45	42	37	58	0	47	6	30	29	7	65	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2923.32	66	61	52	7	10	0	66	63	0	10	54	4	13	61	0	12	55	24	5	22	19	46	64	27	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	62	11	39	41	3	43	59	33	49	0	23	2	31	38	15	26	34	0	35	16	28	32	8	56	0	36	51	57	45	42	37	58	0	47	6	30	29	7	65	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2923.32	66	61	52	7	10	0	66	63	0	10	54	4	13	61	0	12	55	24	5	22	19	46	64	27	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	62	11	39	41	3	43	59	33	49	0	23	2	31	38	15	26	34	0	35	16	28	32	8	56	0	36	51	57	45	42	37	58	0	47	6	30	29	7	65	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2859.91	65	62	53	7	10	0	66	63	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	62	11	39	41	3	43	59	33	46	0	27	58	26	15	38	31	2	34	0	35	16	28	32	8	56	0	47	6	30	29	7	65	48	0	55	19	22	23	5	24	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2950.99	65	62	53	7	9	0	66	64	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	62	11	39	41	3	43	59	33	46	0	27	58	26	15	38	31	2	34	0	35	16	28	32	8	56	0	47	6	7	29	30	65	48	0	55	19	5	23	22	24	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2913.29	66	62	54	8	11	0	65	62	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	62	43	3	41	39	11	59	33	46	0	27	58	26	15	38	31	2	34	0	35	16	28	32	8	56	0	47	65	30	29	7	6	48	0	55	24	22	23	5	19	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2913.29	66	62	54	8	11	0	65	62	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	62	43	3	41	39	11	59	33	46	0	27	58	26	15	38	31	2	34	0	35	16	28	32	8	56	0	47	65	30	29	7	6	48	0	55	24	22	23	5	19	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2897.08	65	63	53	9	10	0	64	63	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	59	11	39	41	3	43	62	33	46	0	27	58	26	31	38	15	2	34	0	35	16	28	32	8	56	0	47	65	30	29	7	6	48	0	55	24	22	23	5	19	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2921.75	65	62	53	9	10	0	64	63	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	60	25	9	17	21	0	18	63	44	50	40	52	0	20	53	59	11	39	41	3	43	62	33	46	0	27	58	26	31	38	15	2	34	0	35	16	28	32	8	56	0	47	65	30	29	7	6	48	0	55	5	23	22	24	19	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	2970.39	65	62	53	9	10	0	64	63	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	60	17	9	25	21	0	18	63	44	50	40	52	0	20	53	59	11	39	41	3	43	62	33	46	0	27	58	26	31	38	15	2	34	0	35	16	28	32	8	56	0	47	65	30	29	7	6	48	0	55	5	23	22	24	19	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	3009.33	68	63	52	9	11	0	64	62	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	60	17	9	25	21	0	18	63	44	50	40	52	0	19	24	22	23	5	55	64	0	20	53	59	11	39	41	3	43	62	33	46	0	27	58	26	31	38	15	2	34	0	35	16	8	32	28	56	0	47	65	30	29	7	6	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.3	3149.32	70	63	55	9	10	0	64	63	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	21	25	9	17	60	0	16	56	32	28	8	35	0	18	63	44	50	40	52	0	19	24	23	22	5	55	64	0	20	53	59	11	39	41	3	43	62	33	46	0	27	58	26	31	38	15	2	34	0	47	65	30	29	7	6	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.4	3149.32	70	63	55	9	10	0	64	63	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	21	25	9	17	60	0	16	56	32	28	8	35	0	18	63	44	50	40	52	0	19	24	23	22	5	55	64	0	20	53	59	11	39	41	3	43	62	33	46	0	27	58	26	31	38	15	2	34	0	47	65	30	29	7	6	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.5	3123.17	69	63	55	9	10	0	64	63	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	21	9	25	17	60	0	16	56	32	28	8	35	0	18	63	44	50	40	52	0	19	5	22	23	24	55	64	0	20	53	59	11	39	41	3	43	62	33	46	0	27	58	26	31	38	15	2	34	0	47	65	30	29	7	6	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.6	3166.04	70	63	54	10	11	0	63	62	0	10	54	4	13	61	0	12	36	51	57	45	42	37	49	0	14	17	25	9	21	60	0	16	56	32	28	8	35	0	18	63	44	50	40	52	0	19	5	24	23	22	55	64	0	20	53	59	11	3	41	39	43	62	33	46	0	27	58	26	31	38	15	2	34	0	47	65	30	29	7	6	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
