best	1164.95
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	1992.22	48	42	36	6	6	0	45	45	0	3	12	32	44	31	28	43	0	7	11	4	16	45	29	0	8	10	21	18	25	17	41	0	9	30	20	42	2	37	38	39	0	15	24	34	6	23	26	22	0	33	19	27	5	14	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	1992.22	48	42	36	6	6	0	45	45	0	3	12	32	44	31	28	43	0	7	11	4	16	45	29	0	8	10	21	18	25	17	41	0	9	30	20	42	2	37	38	39	0	15	24	34	6	23	26	22	0	33	19	27	5	14	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	1992.22	48	42	36	6	6	0	45	45	0	3	12	32	44	31	28	43	0	7	11	4	16	45	29	0	8	10	21	18	25	17	41	0	9	30	20	42	2	37	38	39	0	15	24	34	6	23	26	22	0	33	19	27	5	14	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	1992.22	48	42	36	6	6	0	45	45	0	3	12	32	44	31	28	43	0	7	11	4	16	45	29	0	8	10	21	18	25	17	41	0	9	30	20	42	2	37	38	39	0	15	24	34	6	23	26	22	0	33	19	27	5	14	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	1992.22	48	42	36	6	6	0	45	45	0	3	12	32	44	31	28	43	0	7	11	4	16	45	29	0	8	10	21	18	25	17	41	0	9	30	20	42	2	37	38	39	0	15	24	34	6	23	26	22	0	33	19	27	5	14	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	1992.22	48	42	36	6	6	0	45	45	0	3	12	32	44	31	28	43	0	7	11	4	16	45	29	0	8	10	21	18	25	17	41	0	9	30	20	42	2	37	38	39	0	15	24	34	6	23	26	22	0	33	19	27	5	14	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	1952.04	48	41	35	7	8	0	44	43	0	3	12	32	44	31	28	43	0	7	11	45	16	4	29	0	8	10	21	18	25	17	41	0	9	30	37	2	42	20	38	39	0	15	24	34	6	23	26	22	0	33	19	5	27	14	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	1956.02	48	42	35	7	9	0	44	42	0	3	12	32	44	31	28	43	0	7	11	45	16	4	29	0	8	10	21	18	25	17	41	0	9	38	20	42	2	37	30	39	0	15	24	34	6	23	26	22	0	33	14	27	5	19	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	1956.02	48	42	35	7	9	0	44	42	0	3	12	32	44	31	28	43	0	7	11	45	16	4	29	0	8	10	21	18	25	17	41	0	9	38	20	42	2	37	30	39	0	15	24	34	6	23	26	22	0	33	14	27	5	19	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	1956.02	48	42	35	7	9	0	44	42	0	3	12	32	44	31	28	43	0	7	11	45	16	4	29	0	8	10	21	18	25	17	41	0	9	38	20	42	2	37	30	39	0	15	24	34	6	23	26	22	0	33	14	27	5	19	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	1956.02	48	42	35	7	9	0	44	42	0	3	12	32	44	31	28	43	0	7	11	45	16	4	29	0	8	10	21	18	25	17	41	0	9	38	20	42	2	37	30	39	0	15	24	34	6	23	26	22	0	33	14	27	5	19	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	1956.02	48	42	35	7	9	0	44	42	0	3	12	32	44	31	28	43	0	7	11	45	16	4	29	0	8	10	21	18	25	17	41	0	9	38	20	42	2	37	30	39	0	15	24	34	6	23	26	22	0	33	14	27	5	19	35	0	36	13	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
