best	718.798
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	1624.1	50	45	43	6	7	0	53	52	0	2	48	16	39	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	44	37	25	38	24	50	0	28	36	17	4	30	34	0	31	9	3	41	0	35	13	46	8	47	0	45	33	14	40	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	1624.1	50	45	43	6	7	0	53	52	0	2	48	16	39	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	44	37	25	38	24	50	0	28	36	17	4	30	34	0	31	9	3	41	0	35	13	46	8	47	0	45	33	14	40	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	1601.06	50	45	43	6	8	0	53	51	0	2	48	16	39	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	44	37	25	38	24	50	0	28	34	17	4	30	36	0	31	3	9	41	0	35	13	46	8	47	0	45	40	14	33	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	1677.56	50	46	43	6	8	0	53	51	0	2	48	39	16	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	44	37	25	38	24	50	0	28	34	17	4	30	36	0	31	3	9	41	0	35	13	46	8	47	0	45	40	14	33	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	1626.15	50	46	43	6	8	0	53	51	0	2	48	39	16	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	44	37	25	38	24	50	0	28	34	17	4	30	36	0	31	3	9	41	0	35	13	46	8	47	0	45	40	33	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	1576.34	50	46	43	6	8	0	53	51	0	2	16	39	48	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	44	25	37	38	24	50	0	28	34	17	4	30	36	0	31	3	9	41	0	35	13	46	8	47	0	45	40	33	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	1562.72	50	45	43	6	9	0	53	50	0	2	16	39	48	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	38	37	25	44	24	50	0	28	34	4	17	30	36	0	31	3	9	41	0	35	13	46	8	47	0	45	40	33	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	1558.34	50	45	42	6	9	0	53	50	0	2	16	39	48	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	38	37	25	44	24	50	0	28	34	17	4	30	36	0	31	3	9	41	0	35	13	46	8	47	0	45	40	33	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	1558.34	50	45	42	6	9	0	53	50	0	2	16	39	48	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	38	37	25	44	24	50	0	28	34	17	4	30	36	0	31	3	9	41	0	35	13	46	8	47	0	45	40	33	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	1549.08	50	46	43	7	10	0	52	49	0	2	16	39	48	11	0	5	7	18	27	0	10	6	29	20	0	15	12	22	0	19	42	32	21	43	26	0	23	38	37	25	44	24	50	0	28	30	4	17	34	36	0	31	3	9	41	0	35	13	46	8	47	0	45	40	33	14	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
