best	634.136
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2475.71	77	72	62	4	6	0	75	73	0	3	28	36	17	75	74	49	64	63	54	20	14	40	33	45	59	4	30	34	9	8	0	10	6	11	39	16	15	58	51	66	23	12	50	22	55	48	2	29	0	24	38	25	62	43	67	32	70	72	56	61	65	71	60	57	21	42	19	26	37	44	73	0	68	5	18	35	47	53	41	31	46	13	52	7	69	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2568.07	78	71	61	2	4	0	77	75	0	3	28	36	17	75	74	49	33	63	54	20	14	40	64	45	59	4	30	34	9	8	0	10	6	11	39	22	50	58	51	66	23	12	15	16	55	48	2	29	0	24	38	26	62	43	67	32	70	60	71	65	61	56	72	57	21	42	19	25	37	44	73	0	68	5	7	52	13	46	31	41	53	47	35	18	69	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2416.53	76	70	61	4	5	0	75	74	0	3	28	34	17	75	74	49	40	33	54	20	14	63	64	45	59	4	30	36	9	8	0	10	6	11	55	16	22	15	12	23	66	51	58	50	39	48	2	29	0	24	38	26	62	43	67	32	60	71	65	61	56	72	57	70	21	42	19	25	37	44	73	0	68	69	18	35	47	53	41	31	46	13	52	7	5	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2471.9	76	70	61	3	6	0	76	73	0	3	28	34	17	75	74	49	40	33	20	54	14	63	64	45	59	4	30	36	9	8	0	10	6	11	55	22	58	12	23	66	51	15	50	39	16	48	2	29	0	24	38	26	62	43	67	70	57	72	56	65	61	71	60	32	21	42	19	25	37	44	73	0	68	69	18	35	47	53	31	41	46	13	52	7	5	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2540.14	77	71	61	3	6	0	76	73	0	3	28	34	17	59	45	64	63	33	20	54	14	40	49	74	75	4	30	36	9	8	0	10	6	11	16	39	50	15	51	66	23	12	58	22	55	48	2	29	0	24	38	26	62	43	67	70	57	72	56	65	61	71	60	32	21	42	19	25	37	44	73	0	68	69	18	35	47	53	31	41	46	13	52	7	5	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2349.36	77	74	63	3	7	0	76	72	0	3	28	34	4	75	74	49	40	14	33	20	54	63	64	45	59	17	30	36	9	8	0	10	6	11	55	39	50	58	12	66	23	51	15	22	48	16	2	29	0	24	38	37	25	19	42	21	70	57	72	56	65	61	71	60	32	67	43	62	26	44	73	0	68	69	18	35	47	53	31	41	46	13	52	7	5	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2478.77	76	72	60	4	7	0	75	72	0	3	28	34	4	75	74	45	64	14	33	20	54	63	40	49	59	17	30	36	9	8	0	10	6	11	55	39	22	15	51	23	66	12	58	50	48	16	2	29	0	24	44	26	62	43	67	57	72	56	65	61	71	60	32	70	21	42	19	25	37	38	73	0	68	69	18	35	47	53	31	41	46	13	52	7	5	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2468.22	77	71	61	5	7	0	74	72	0	3	28	34	17	59	49	40	63	54	20	33	14	64	45	74	75	4	30	36	9	8	0	10	6	11	55	39	22	15	12	66	23	51	58	50	48	16	2	29	0	24	44	26	62	43	21	32	60	71	61	65	56	72	57	67	70	42	19	25	37	38	73	0	68	69	18	35	47	53	31	41	46	13	52	7	5	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2467.48	77	75	62	4	7	0	75	72	0	3	28	30	4	75	59	49	40	63	54	20	33	14	64	45	74	17	34	36	9	8	0	10	6	11	55	39	22	15	12	66	23	51	58	50	48	16	2	29	0	24	44	26	62	43	70	67	57	72	56	65	61	71	60	32	21	42	19	25	37	38	73	0	68	69	18	35	47	53	31	41	46	13	52	7	5	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2494.01	77	71	63	3	7	0	76	72	0	9	36	34	17	74	45	64	14	33	20	54	63	40	49	59	75	4	30	28	41	0	10	6	2	16	48	50	22	15	23	66	12	51	58	39	55	11	29	0	24	44	26	62	43	70	67	57	72	56	65	61	71	60	32	21	42	19	25	37	38	73	0	68	5	7	52	13	53	31	3	46	8	47	35	18	69	27	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
