best	1100.66
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2445.17	62	52	49	4	9	0	59	54	0	2	53	10	50	40	36	17	37	0	3	48	45	52	25	39	41	44	0	5	14	7	16	55	54	0	9	26	22	0	11	4	32	15	43	27	0	12	46	24	0	13	42	8	33	38	0	18	29	51	49	28	20	23	6	30	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2445.17	62	52	49	4	9	0	59	54	0	2	53	10	50	40	36	17	37	0	3	48	45	52	25	39	41	44	0	5	14	7	16	55	54	0	9	26	22	0	11	4	32	15	43	27	0	12	46	24	0	13	42	8	33	38	0	18	29	51	49	28	20	23	6	30	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2436.79	62	52	49	5	9	0	58	54	0	2	53	10	50	40	36	17	37	0	3	48	45	52	25	39	41	44	0	5	14	7	16	55	54	0	9	26	22	0	11	43	32	15	4	27	0	12	46	24	0	13	42	8	33	38	0	18	29	51	49	28	20	23	6	30	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2436.79	62	52	49	5	9	0	58	54	0	2	53	10	50	40	36	17	37	0	3	48	45	52	25	39	41	44	0	5	14	7	16	55	54	0	9	26	22	0	11	43	32	15	4	27	0	12	46	24	0	13	42	8	33	38	0	18	29	51	49	28	20	23	6	30	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2449.15	62	51	49	4	8	0	59	55	0	2	53	10	50	40	36	17	37	0	3	48	45	52	25	39	41	44	0	5	14	7	16	55	54	0	9	26	22	0	11	43	4	15	32	27	0	12	46	24	0	13	42	8	33	38	0	18	29	51	49	28	20	23	6	30	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2430.97	62	52	49	4	9	0	59	54	0	2	53	10	50	40	36	17	37	0	3	48	45	52	25	39	41	44	0	5	14	7	16	55	54	0	9	26	22	0	11	27	15	4	32	43	0	12	46	24	0	13	42	8	33	38	0	18	29	51	49	28	20	23	6	30	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2430.97	62	52	49	4	9	0	59	54	0	2	53	10	50	40	36	17	37	0	3	48	45	52	25	39	41	44	0	5	14	7	16	55	54	0	9	26	22	0	11	27	15	4	32	43	0	12	46	24	0	13	42	8	33	38	0	18	29	51	49	28	20	23	6	30	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2405.42	59	51	48	6	8	0	57	55	0	2	53	10	50	40	36	17	37	0	5	44	46	24	0	6	23	49	54	28	20	29	18	0	9	42	33	8	30	38	0	11	27	32	4	15	43	0	12	41	39	25	52	45	48	51	0	14	3	16	7	55	0	22	13	26	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2438.84	59	52	47	5	7	0	58	56	0	2	53	10	50	40	36	17	37	0	5	44	46	24	0	6	23	49	54	28	20	29	18	0	8	15	4	32	27	30	0	9	26	22	0	12	41	39	25	52	45	48	51	0	13	42	11	43	33	38	0	14	3	16	7	55	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2439.91	59	52	47	5	7	0	58	56	0	2	53	10	50	40	36	17	37	0	5	44	45	52	25	39	41	12	0	6	23	49	54	28	20	29	18	0	8	15	4	32	27	30	0	9	26	22	0	13	42	11	43	33	38	0	14	3	16	7	55	0	24	46	48	51	0	31	19	21	35	47	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
