best	1318.25
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2175.18	72	66	49	13	17	0	63	59	0	3	19	25	11	62	52	29	59	0	6	17	35	21	38	27	53	45	22	0	7	63	13	49	18	10	60	46	15	37	0	16	32	20	0	26	51	54	24	41	39	2	64	0	28	66	67	8	44	48	0	31	58	50	23	9	42	0	34	30	68	14	55	33	47	43	40	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2175.18	72	66	49	13	17	0	63	59	0	3	19	25	11	62	52	29	59	0	6	17	35	21	38	27	53	45	22	0	7	63	13	49	18	10	60	46	15	37	0	16	32	20	0	26	51	54	24	41	39	2	64	0	28	66	67	8	44	48	0	31	58	50	23	9	42	0	34	30	68	14	55	33	47	43	40	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	1982.62	66	65	52	19	25	0	57	51	0	3	19	25	11	62	52	29	59	0	6	17	35	21	38	27	53	45	22	0	16	32	20	0	26	51	54	24	41	39	2	64	0	28	66	67	8	44	48	0	30	47	14	63	15	37	68	43	34	0	31	58	50	23	9	42	0	33	55	13	49	18	10	60	46	7	40	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2108.65	61	64	49	16	22	0	60	54	0	3	19	62	11	25	52	29	59	0	6	17	35	21	38	27	53	45	22	0	16	32	20	0	26	51	54	24	41	39	2	64	0	28	66	67	8	44	48	0	31	58	50	23	9	42	0	33	55	13	49	18	10	60	46	7	40	0	34	30	47	14	63	15	37	68	43	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2028.48	59	61	47	16	20	0	60	56	0	3	52	19	11	62	25	29	59	0	6	17	35	21	38	27	53	45	22	0	16	51	54	24	41	39	32	0	20	2	26	64	0	28	66	67	8	44	48	0	31	58	23	50	9	42	0	33	55	13	49	18	10	60	46	7	40	0	34	30	47	14	63	15	37	68	43	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2028.46	59	63	47	16	20	0	60	56	0	3	52	19	11	62	25	29	59	0	6	17	53	27	38	21	35	45	22	0	16	51	54	24	41	39	32	0	20	2	26	64	0	28	66	67	8	44	48	0	31	58	23	50	9	42	0	33	55	13	49	18	10	60	46	7	40	0	34	30	47	14	63	15	37	68	43	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2035.18	59	63	46	15	20	0	61	56	0	3	52	19	11	62	25	29	59	0	6	17	53	38	27	21	35	45	22	0	16	51	54	24	41	39	32	0	20	2	26	64	0	28	66	67	8	44	48	0	31	9	23	50	58	42	0	33	55	60	10	18	49	13	46	7	40	0	34	30	47	14	63	15	37	68	43	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2409.65	72	66	53	9	14	0	67	62	0	3	52	19	11	62	25	29	31	0	6	17	53	38	58	42	21	35	45	0	8	47	37	15	63	14	68	34	0	16	51	54	24	41	39	32	0	20	2	26	64	0	22	9	59	50	23	27	0	28	66	67	30	43	44	48	0	33	55	60	10	18	49	13	46	7	40	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2379.17	72	65	57	11	15	0	65	61	0	3	52	19	11	62	25	29	31	0	7	46	13	49	45	17	10	60	55	6	40	0	8	47	37	15	63	14	68	34	0	9	59	50	23	27	22	0	16	51	54	24	41	39	32	0	18	53	38	58	42	21	35	33	0	20	2	26	64	0	28	66	67	30	43	44	48	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2299.11	72	65	57	12	17	0	64	59	0	3	52	19	11	62	25	29	31	0	7	46	13	49	45	17	10	60	55	6	40	0	8	37	68	15	63	14	47	34	0	9	59	50	23	27	22	0	16	51	54	24	41	39	32	0	18	53	38	58	42	21	35	33	0	20	2	26	64	0	28	66	67	30	43	44	48	0	56	4	61	36	5	65	12	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
