best	1058.05
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2446.35	66	59	52	5	9	0	65	61	0	7	46	22	55	47	37	6	28	0	10	24	8	56	15	0	12	43	16	32	48	5	44	0	13	59	61	58	35	25	51	0	14	29	23	45	20	52	0	17	39	11	41	0	18	2	49	53	26	4	36	27	0	31	50	57	42	21	19	33	40	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2445.95	66	59	52	5	9	0	65	61	0	7	46	22	55	47	37	6	28	0	10	24	8	56	15	0	12	43	16	32	48	5	44	0	13	59	61	58	35	25	51	0	14	29	23	45	20	52	0	17	39	11	41	0	18	2	4	26	53	49	36	27	0	31	50	57	42	21	19	33	40	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2422.45	66	58	52	5	9	0	65	61	0	7	46	22	55	47	37	6	28	0	10	24	8	56	15	0	12	43	16	32	48	5	44	0	13	35	61	58	59	25	51	0	14	29	23	45	20	52	0	17	39	11	41	0	18	36	49	53	26	4	2	27	0	31	50	57	42	21	19	33	40	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2445.41	62	57	53	5	8	0	65	62	0	7	46	22	55	47	37	6	28	0	10	24	8	56	15	0	11	39	31	40	0	12	43	16	32	48	5	44	0	13	35	61	58	59	25	51	0	14	29	23	45	20	52	0	17	50	57	42	21	19	33	41	0	18	36	49	53	26	4	2	27	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2480.32	62	57	53	5	8	0	65	62	0	7	46	22	55	47	37	6	28	0	10	24	8	56	15	0	11	39	31	40	0	12	43	16	32	48	5	44	0	13	35	61	58	59	25	51	0	14	29	23	45	20	52	0	17	50	57	42	21	19	33	41	0	18	36	49	26	53	4	2	27	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2597.88	61	57	51	4	6	0	66	64	0	7	46	22	55	47	37	6	28	0	8	29	23	45	20	0	10	56	14	24	52	15	0	11	39	33	41	0	12	43	16	32	48	5	44	0	13	35	59	58	61	25	51	0	17	50	57	42	21	19	31	40	0	18	36	49	26	53	4	2	27	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2596.98	60	57	51	4	6	0	66	64	0	7	46	22	55	47	37	6	28	0	8	29	23	45	20	0	10	56	14	24	52	15	0	11	39	33	41	0	12	43	16	32	48	5	44	0	13	25	61	58	59	35	51	0	17	50	57	42	21	19	31	40	0	18	36	49	26	53	4	2	27	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2565.56	60	56	52	3	6	0	67	64	0	7	46	22	47	55	37	6	28	0	8	29	23	45	20	0	10	56	14	24	52	15	0	11	39	33	41	0	12	43	16	32	48	5	44	0	13	25	59	58	61	35	51	0	17	50	57	42	21	19	31	40	0	18	36	49	4	53	26	2	27	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2509.5	58	58	53	3	6	0	67	64	0	7	46	22	47	55	37	6	28	0	8	29	23	45	20	0	10	56	24	14	52	15	0	11	39	33	41	0	12	43	16	32	48	5	44	0	13	25	59	58	61	35	51	0	17	50	57	42	21	19	31	40	0	18	36	4	26	53	2	49	27	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2444.61	59	58	53	3	6	0	67	64	0	7	46	22	47	55	37	6	28	0	8	29	23	45	20	0	10	56	24	14	52	15	0	11	39	33	41	0	12	48	32	16	43	5	44	0	13	25	59	58	61	35	51	0	17	50	57	42	21	19	31	40	0	18	36	4	26	53	2	49	27	0	34	54	3	30	38	9	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
