best	911.108
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2115.04	70	61	57	8	13	0	65	60	0	3	6	56	60	15	64	0	4	50	39	62	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	12	14	35	44	17	19	0	20	16	40	61	36	23	43	37	49	21	0	47	2	63	53	22	9	38	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2115.04	70	61	57	8	13	0	65	60	0	3	6	56	60	15	64	0	4	50	39	62	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	12	14	35	44	17	19	0	20	16	40	61	36	23	43	37	49	21	0	47	2	63	53	22	9	38	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2115.04	70	61	57	8	13	0	65	60	0	3	6	56	60	15	64	0	4	50	39	62	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	12	14	35	44	17	19	0	20	16	40	61	36	23	43	37	49	21	0	47	2	63	53	22	9	38	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2141.32	69	62	57	7	13	0	66	60	0	3	6	56	60	15	64	0	4	50	39	62	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	12	14	35	44	17	19	0	20	16	40	61	36	23	43	37	49	21	0	47	2	63	9	22	53	38	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2171.22	69	63	57	8	13	0	65	60	0	3	6	56	60	15	64	0	4	39	50	62	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	12	14	35	44	17	19	0	20	16	40	61	36	23	43	37	49	21	0	47	2	38	53	22	9	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2171.22	69	63	57	8	13	0	65	60	0	3	6	56	60	15	64	0	4	39	50	62	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	12	14	35	44	17	19	0	20	16	40	61	36	23	43	37	49	21	0	47	2	38	53	22	9	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2171.64	69	63	57	8	12	0	65	61	0	3	6	56	60	15	64	0	4	39	50	62	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	12	14	35	44	17	19	0	20	16	40	61	23	36	43	37	49	21	0	47	2	38	53	22	9	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2166.28	69	63	57	9	12	0	64	61	0	3	6	15	60	56	64	0	4	39	50	62	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	12	14	35	44	17	19	0	20	16	40	61	23	36	43	37	49	21	0	47	2	38	53	22	9	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2094.17	70	60	57	9	14	0	64	59	0	3	6	15	60	56	64	0	4	50	35	14	17	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	39	44	12	62	19	0	20	16	40	61	23	36	43	37	49	21	0	47	2	38	53	22	9	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2106.7	71	60	57	8	13	0	65	60	0	3	6	15	60	56	64	0	4	50	35	14	17	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	39	44	12	62	19	0	20	16	40	61	23	36	43	37	49	21	0	47	2	38	22	53	9	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	2110.98	70	61	56	7	13	0	66	60	0	3	6	15	60	56	64	0	4	50	35	14	17	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	39	44	12	62	19	0	20	49	37	43	36	23	61	40	16	21	0	47	2	9	53	22	38	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	2111.47	70	60	56	8	14	0	65	59	0	3	6	15	60	56	64	0	4	50	35	14	17	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	39	44	12	62	19	0	20	49	37	23	43	36	61	40	16	21	0	47	2	9	53	22	38	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.3	2132.17	70	60	56	7	13	0	66	60	0	3	6	60	15	56	64	0	4	14	35	50	17	0	5	46	59	7	54	45	52	25	0	8	33	32	27	34	42	31	0	10	41	26	58	24	29	57	0	13	30	51	11	48	0	18	28	39	44	12	62	19	0	20	49	37	23	43	36	61	40	16	21	0	47	2	38	22	53	9	63	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
