best	220.643
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	379.037	20	15	12	6	6	0	15	15	0	2	3	8	6	5	11	19	7	0	12	13	16	9	17	18	4	10	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	382.022	20	16	14	4	4	0	17	17	0	2	3	8	6	5	11	19	7	0	12	13	16	4	17	18	9	10	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	382.022	20	16	14	4	4	0	17	17	0	2	3	8	6	5	11	19	7	0	12	13	16	4	17	18	9	10	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	382.463	20	16	13	3	4	0	18	17	0	2	3	8	6	5	11	19	7	0	12	13	16	9	18	17	4	10	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	366.577	19	17	13	5	5	0	16	16	0	2	3	8	6	5	11	19	7	0	12	13	10	4	17	18	9	16	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	366.577	19	17	13	5	5	0	16	16	0	2	3	8	6	5	11	19	7	0	12	13	10	4	17	18	9	16	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	366.577	19	17	13	5	5	0	16	16	0	2	3	8	6	5	11	19	7	0	12	13	10	4	17	18	9	16	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	366.577	19	17	13	5	5	0	16	16	0	2	3	8	6	5	11	19	7	0	12	13	10	4	17	18	9	16	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	366.577	19	17	13	5	5	0	16	16	0	2	3	8	6	5	11	19	7	0	12	13	10	4	17	18	9	16	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	366.577	19	17	13	5	5	0	16	16	0	2	3	8	6	5	11	19	7	0	12	13	10	4	17	18	9	16	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	366.577	19	17	13	5	5	0	16	16	0	2	3	8	6	5	11	19	7	0	12	13	10	4	17	18	9	16	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	395.929	19	16	13	4	4	0	17	17	0	2	3	5	6	8	11	19	7	0	12	13	10	4	17	18	9	16	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.3	398.388	19	17	13	3	4	0	18	17	0	2	3	5	6	8	11	19	7	0	12	13	10	4	9	18	17	16	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.4	392.864	17	15	12	5	5	0	16	16	0	2	11	8	6	5	3	19	7	0	12	13	10	16	17	18	9	4	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.5	392.864	17	15	12	5	5	0	16	16	0	2	11	8	6	5	3	19	7	0	12	13	10	16	17	18	9	4	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.6	392.864	17	15	12	5	5	0	16	16	0	2	11	8	6	5	3	19	7	0	12	13	10	16	17	18	9	4	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
