best	1177.79
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	2062.1	52	50	44	3	8	0	57	52	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	26	18	2	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	46	25	45	38	13	39	3	33	0	35	47	48	15	12	28	43	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2062.1	52	50	44	3	8	0	57	52	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	26	18	2	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	46	25	45	38	13	39	3	33	0	35	47	48	15	12	28	43	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2062.1	52	50	44	3	8	0	57	52	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	26	18	2	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	46	25	45	38	13	39	3	33	0	35	47	48	15	12	28	43	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2061.27	52	50	44	3	8	0	57	52	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	26	18	2	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	46	25	45	38	13	39	3	33	0	35	47	48	15	28	12	43	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2062.43	52	50	44	3	8	0	57	52	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	26	18	2	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	46	25	45	38	13	39	3	33	0	35	47	48	43	12	28	15	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2088.5	52	50	44	3	8	0	57	52	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	2	18	26	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	46	39	13	38	45	25	3	33	0	35	47	48	43	15	28	12	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2172.78	52	49	44	4	7	0	56	53	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	2	18	26	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	3	25	45	38	13	39	46	33	0	35	47	48	43	15	28	12	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	2180.58	52	50	44	4	7	0	56	53	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	2	18	26	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	3	25	45	38	13	39	46	33	0	35	47	48	43	28	15	12	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	2176.96	52	49	44	4	7	0	56	53	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	2	18	26	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	3	25	45	38	13	39	46	33	0	35	47	48	12	15	28	43	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	2176.96	52	49	44	4	7	0	56	53	0	4	22	32	49	41	23	0	5	31	17	53	44	0	10	20	9	34	54	0	11	42	2	18	26	51	16	0	24	6	36	30	7	40	50	8	19	21	29	0	27	3	25	45	38	13	39	46	33	0	35	47	48	12	15	28	43	52	14	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
