best	695.012
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	1624.76	37	35	29	4	10	0	37	31	0	4	29	18	26	34	6	9	36	24	32	27	30	0	15	11	10	3	28	12	7	20	21	19	25	0	16	35	8	23	2	37	17	0	22	0	31	5	13	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	1624.76	37	35	29	4	10	0	37	31	0	4	29	18	26	34	6	9	36	24	32	27	30	0	15	11	10	3	28	12	7	20	21	19	25	0	16	35	8	23	2	37	17	0	22	0	31	5	13	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	1624.76	37	35	29	4	10	0	37	31	0	4	29	18	26	34	6	9	36	24	32	27	30	0	15	11	10	3	28	12	7	20	21	19	25	0	16	35	8	23	2	37	17	0	22	0	31	5	13	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	1692.5	37	34	29	4	9	0	37	32	0	4	29	18	26	34	6	9	36	24	32	27	30	0	15	11	10	3	28	7	12	20	21	19	25	0	16	35	8	23	2	37	17	0	22	0	31	5	13	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	1692.5	37	34	29	4	9	0	37	32	0	4	29	18	26	34	6	9	36	24	32	27	30	0	15	11	10	3	28	7	12	20	21	19	25	0	16	35	8	23	2	37	17	0	22	0	31	5	13	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	1722.95	33	34	27	3	9	0	38	32	0	4	31	5	18	32	14	33	30	0	15	11	10	3	28	7	12	20	21	19	25	0	16	35	8	23	2	37	17	0	22	0	27	26	34	6	9	36	24	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	1722.95	33	34	27	3	9	0	38	32	0	4	31	5	18	32	14	33	30	0	15	11	10	3	28	7	12	20	21	19	25	0	16	35	8	23	2	37	17	0	22	0	27	26	34	6	9	36	24	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	1722.95	33	34	27	3	9	0	38	32	0	4	31	5	18	32	14	33	30	0	15	11	10	3	28	7	12	20	21	19	25	0	16	35	8	23	2	37	17	0	22	0	27	26	34	6	9	36	24	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	1560.63	39	34	29	4	11	0	37	30	0	4	18	26	34	6	9	19	36	24	32	30	0	16	35	8	23	2	37	17	0	22	0	27	25	10	3	28	7	12	20	21	11	15	29	0	31	5	13	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	1560.63	39	34	29	4	11	0	37	30	0	4	18	26	34	6	9	19	36	24	32	30	0	16	35	8	23	2	37	17	0	22	0	27	25	10	3	28	7	12	20	21	11	15	29	0	31	5	13	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	1560.63	39	34	29	4	11	0	37	30	0	4	18	26	34	6	9	19	36	24	32	30	0	16	35	8	23	2	37	17	0	22	0	27	25	10	3	28	7	12	20	21	11	15	29	0	31	5	13	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	1754.14	33	34	26	5	9	0	36	32	0	4	31	5	18	32	14	33	30	0	6	21	20	12	7	28	3	10	11	0	16	35	8	23	2	37	17	0	22	0	27	15	24	25	19	9	36	34	26	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.3	1754.14	33	34	26	5	9	0	36	32	0	4	31	5	18	32	14	33	30	0	6	21	20	12	7	28	3	10	11	0	16	35	8	23	2	37	17	0	22	0	27	15	24	25	19	9	36	34	26	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.4	1754.14	33	34	26	5	9	0	36	32	0	4	31	5	18	32	14	33	30	0	6	21	20	12	7	28	3	10	11	0	16	35	8	23	2	37	17	0	22	0	27	15	24	25	19	9	36	34	26	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.5	1754.14	33	34	26	5	9	0	36	32	0	4	31	5	18	32	14	33	30	0	6	21	20	12	7	28	3	10	11	0	16	35	8	23	2	37	17	0	22	0	27	15	24	25	19	9	36	34	26	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.6	1754.14	33	34	26	5	9	0	36	32	0	4	31	5	18	32	14	33	30	0	6	21	20	12	7	28	3	10	11	0	16	35	8	23	2	37	17	0	22	0	27	15	24	25	19	9	36	34	26	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.7	1754.14	33	34	26	5	9	0	36	32	0	4	31	5	18	32	14	33	30	0	6	21	20	12	7	28	3	10	11	0	16	35	8	23	2	37	17	0	22	0	27	15	24	25	19	9	36	34	26	13	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
