best	756.254
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	1256.32	40	39	32	8	10	0	40	38	0	2	7	25	38	29	15	6	0	4	19	14	18	27	10	12	21	0	5	36	0	13	3	20	23	24	9	39	0	28	41	26	22	31	30	33	34	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	1264.57	40	41	32	7	10	0	41	38	0	2	7	25	38	29	15	6	0	4	19	14	18	27	10	12	21	0	5	36	0	13	9	24	23	20	3	39	0	28	41	30	22	31	26	33	34	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	1264.57	40	41	32	7	10	0	41	38	0	2	7	25	38	29	15	6	0	4	19	14	18	27	10	12	21	0	5	36	0	13	9	24	23	20	3	39	0	28	41	30	22	31	26	33	34	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	1288.29	40	41	31	8	10	0	40	38	0	2	7	25	38	29	15	6	0	4	19	14	18	27	10	12	30	0	5	36	0	13	9	24	23	20	3	39	0	28	41	26	22	31	21	33	34	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	1284.31	40	41	32	7	9	0	41	39	0	2	7	25	38	29	15	6	0	4	19	14	18	27	10	12	30	0	5	36	0	13	9	24	23	20	3	39	0	28	33	21	31	22	26	41	34	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	1372.02	39	40	32	7	8	0	41	40	0	2	7	38	25	29	15	6	0	4	19	14	18	27	10	12	30	0	5	36	0	13	9	24	23	20	3	39	0	28	33	21	31	22	26	41	34	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	1392.88	40	41	32	6	8	0	42	40	0	2	29	25	38	7	15	6	0	4	19	14	18	27	10	12	30	0	5	36	0	13	9	24	23	20	3	39	0	34	41	26	22	31	21	33	28	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	1348.53	39	41	32	7	9	0	41	39	0	2	7	38	25	29	15	6	0	4	19	14	18	27	10	12	30	0	5	36	0	13	9	24	20	23	3	39	0	34	41	26	22	31	21	33	28	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	1356.91	47	41	36	4	6	0	44	42	0	4	19	14	18	27	10	12	30	0	5	36	0	6	2	7	38	25	29	15	0	13	9	24	20	23	3	39	0	34	41	26	22	31	21	33	28	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	1356.91	47	41	36	4	6	0	44	42	0	4	19	14	18	27	10	12	30	0	5	36	0	6	2	7	38	25	29	15	0	13	9	24	20	23	3	39	0	34	41	26	22	31	21	33	28	42	0	40	8	11	16	37	32	17	35	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
