best	505.011
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	1231.03	30	28	25	1	4	0	32	29	0	9	10	5	8	29	25	26	28	6	2	30	7	14	15	0	13	17	18	3	27	4	16	0	19	20	22	11	12	23	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	1231.03	30	28	25	1	4	0	32	29	0	9	10	5	8	29	25	26	28	6	2	30	7	14	15	0	13	17	18	3	27	4	16	0	19	20	22	11	12	23	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	1231.03	30	28	25	1	4	0	32	29	0	9	10	5	8	29	25	26	28	6	2	30	7	14	15	0	13	17	18	3	27	4	16	0	19	20	22	11	12	23	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	1201.6	31	27	24	3	3	0	30	30	0	11	4	27	8	29	25	26	28	6	2	30	7	14	15	23	0	13	17	18	3	5	10	9	19	0	20	22	16	12	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	1196.34	31	26	24	3	3	0	30	30	0	11	4	27	8	29	25	26	28	6	2	30	7	14	15	23	0	13	17	18	3	5	10	9	19	0	20	22	12	16	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	1196.62	31	26	24	2	3	0	31	30	0	11	4	27	8	29	2	6	28	26	25	30	7	14	15	23	0	13	17	18	3	5	10	9	19	0	20	22	12	16	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	1264.28	31	26	23	2	2	0	31	31	0	11	4	27	8	3	7	14	15	23	0	13	17	18	30	25	28	26	6	2	29	5	10	9	19	0	20	22	12	16	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	1229.6	30	26	23	2	2	0	31	31	0	11	4	27	8	3	7	14	15	23	0	13	17	18	29	2	6	26	28	25	30	5	10	9	19	0	20	22	12	16	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	1243.06	30	26	22	3	3	0	30	30	0	11	4	27	8	3	7	14	15	23	0	13	17	18	29	2	25	28	26	6	30	5	10	9	19	0	20	22	12	16	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	1242.41	30	28	24	1	5	0	32	28	0	9	10	5	30	6	26	28	25	2	8	27	4	13	0	15	14	7	3	29	18	17	16	0	19	20	22	12	11	23	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.1	1295.34	31	28	25	0	5	0	33	28	0	3	26	28	25	0	13	9	4	10	27	5	8	30	6	2	29	7	18	14	17	15	16	0	19	20	23	11	12	22	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.2	1295.13	31	27	26	0	6	0	33	27	0	3	28	26	25	0	13	9	4	10	27	5	8	30	6	2	29	7	18	14	17	15	16	0	19	20	23	11	12	22	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.3	1295.13	31	27	26	0	6	0	33	27	0	3	28	26	25	0	13	9	4	10	27	5	8	30	6	2	29	7	18	14	17	15	16	0	19	20	23	11	12	22	21	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.4	1328.33	32	26	24	0	5	0	33	28	0	13	9	4	10	27	5	8	30	6	2	29	7	18	14	17	15	16	0	19	20	23	11	12	22	21	24	0	25	3	28	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.5	1328.33	32	26	24	0	5	0	33	28	0	13	9	4	10	27	5	8	30	6	2	29	7	18	14	17	15	16	0	19	20	23	11	12	22	21	24	0	25	3	28	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1.6	1328.33	32	26	24	0	5	0	33	28	0	13	9	4	10	27	5	8	30	6	2	29	7	18	14	17	15	16	0	19	20	23	11	12	22	21	24	0	25	3	28	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
