best	1078.89
l	m	n	cost	ed	ex	in	eA	eE	eR	dA	dE
0	0.1	0.1	1956.48	75	65	58	7	18	0	69	58	0	5	20	50	40	54	15	44	0	6	0	8	24	21	9	12	0	10	34	22	48	16	0	13	56	55	67	18	3	27	32	26	0	14	49	57	59	29	0	19	17	53	11	52	39	28	23	46	64	0	30	60	51	38	47	25	42	0	33	63	4	31	61	58	62	65	0	36	45	41	35	7	2	37	43	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.2	2078.8	71	64	55	9	17	0	67	59	0	5	20	50	40	54	15	44	0	6	0	8	24	21	9	12	0	13	57	26	48	56	34	16	0	14	59	10	49	64	29	0	19	27	46	18	3	32	22	0	30	25	51	38	47	60	42	0	33	63	4	31	61	58	62	65	0	36	45	41	35	7	2	37	43	66	0	55	17	53	11	52	39	28	23	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.3	2078.65	71	64	55	10	17	0	66	59	0	5	20	50	40	54	15	44	0	6	0	8	24	21	9	12	0	13	57	26	48	56	34	16	0	14	59	49	10	64	29	0	19	27	46	18	3	32	22	0	30	25	51	38	47	60	42	0	33	63	4	31	61	58	62	65	0	36	45	41	35	7	2	37	43	66	0	55	17	53	11	52	39	28	23	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.4	2105.62	70	63	55	10	16	0	66	60	0	5	20	50	40	54	15	44	0	6	0	8	24	21	9	12	0	13	57	26	48	56	34	16	0	14	10	49	59	64	29	0	19	27	46	18	3	32	22	0	30	25	51	38	47	60	42	0	33	63	4	31	61	58	62	65	0	36	45	41	2	7	35	37	43	66	0	55	17	53	11	52	39	28	23	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.5	2066.1	70	64	56	8	16	0	68	60	0	5	20	50	40	54	15	44	0	6	0	8	24	21	9	12	0	13	57	26	48	56	34	16	0	19	27	46	18	3	32	22	0	29	14	10	49	59	64	0	30	25	38	51	47	60	42	0	33	63	4	31	61	58	62	65	0	36	45	37	35	7	2	41	43	66	0	55	17	53	11	52	39	28	23	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.6	2063.52	69	64	56	7	15	0	69	61	0	5	20	50	40	54	15	44	0	6	0	8	24	21	9	12	0	13	57	26	48	56	34	16	0	19	27	46	18	3	32	22	0	29	14	10	49	59	64	0	30	47	51	38	25	60	42	0	33	63	4	31	61	58	62	65	0	36	45	37	35	7	2	41	43	66	0	55	17	53	11	52	39	28	23	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.7	2076.59	69	64	56	7	15	0	69	61	0	5	20	40	54	50	15	44	0	6	0	8	24	21	9	12	0	13	57	26	48	56	34	16	0	19	27	46	18	3	32	22	0	29	14	10	49	59	64	0	30	47	51	38	25	60	42	0	33	63	4	31	61	58	62	65	0	36	45	37	35	7	2	41	43	66	0	55	17	53	11	52	39	28	23	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.8	1967.59	70	64	57	9	17	0	67	59	0	5	50	54	40	20	15	44	0	6	0	8	24	21	9	12	0	13	57	26	48	56	34	16	0	19	27	46	18	3	32	22	0	29	59	49	10	14	64	0	30	47	51	38	25	60	42	0	33	63	4	31	61	58	62	65	0	36	45	41	2	7	35	37	43	66	0	55	17	28	39	52	11	53	23	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	0.9	1881.11	67	63	54	9	19	0	67	57	0	5	50	54	40	20	15	44	0	6	0	8	24	21	9	12	0	13	57	26	48	56	34	16	0	19	32	3	18	46	27	22	0	29	59	49	10	14	64	0	30	47	51	38	25	60	42	0	33	63	4	31	61	58	62	65	0	36	43	37	35	7	2	41	45	66	0	55	23	53	11	52	39	28	17	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.1	1	1839.91	67	63	54	10	20	0	66	56	0	5	50	54	40	20	15	44	0	6	0	8	24	9	21	12	0	13	57	26	48	56	34	16	0	19	32	3	18	46	27	22	0	29	59	49	10	14	64	0	30	47	51	38	25	60	42	0	33	63	4	31	61	58	62	65	0	36	43	37	35	7	2	41	45	66	0	55	23	53	11	52	39	28	17	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
